,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,deposit_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,is_canceled,reservation_status,reservation_status_date,cluster,split,representation_id,method
109743,City Hotel,109,2017,April,15,11,0,5,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,89.1,0,0,0,Check-Out,2017-04-16,0,train,R4_dropRedundant,kmeans
109744,City Hotel,109,2017,April,15,11,0,5,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,89.1,0,0,0,Check-Out,2017-04-16,0,train,R4_dropRedundant,kmeans
109745,City Hotel,86,2017,April,15,9,2,5,3,0,0,BB,Other,Direct,Direct,0,0,0,E,No Deposit,Transient,180.63,0,1,0,Check-Out,2017-04-16,0,train,R4_dropRedundant,kmeans
109746,City Hotel,34,2017,April,15,14,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,150.0,0,0,0,Check-Out,2017-04-16,0,train,R4_dropRedundant,kmeans
109747,City Hotel,86,2017,April,15,9,2,5,3,0,0,BB,Other,Direct,Direct,0,0,0,E,No Deposit,Transient,180.63,0,1,0,Check-Out,2017-04-16,0,train,R4_dropRedundant,kmeans
109748,City Hotel,1,2017,April,15,14,0,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,97.56,0,0,0,Check-Out,2017-04-16,0,train,R4_dropRedundant,kmeans
109749,City Hotel,7,2017,April,15,14,0,2,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,128.0,0,1,0,Check-Out,2017-04-16,0,train,R4_dropRedundant,kmeans
109750,City Hotel,0,2017,April,15,15,0,1,1,0,0,SC,Other,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,149.0,0,0,0,Check-Out,2017-04-16,0,train,R4_dropRedundant,kmeans
109751,City Hotel,0,2017,April,15,15,0,1,1,0,0,SC,Other,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,149.0,0,0,0,Check-Out,2017-04-16,0,train,R4_dropRedundant,kmeans
109752,City Hotel,4,2017,April,15,11,0,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,140.8,0,1,0,Check-Out,2017-04-16,0,train,R4_dropRedundant,kmeans
109753,City Hotel,81,2017,April,15,13,0,3,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,114.0,0,2,0,Check-Out,2017-04-16,0,train,R4_dropRedundant,kmeans
109754,City Hotel,117,2017,April,15,14,0,2,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,135.0,0,1,0,Check-Out,2017-04-16,0,train,R4_dropRedundant,kmeans
109755,City Hotel,195,2017,April,15,12,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,130.5,0,1,0,Check-Out,2017-04-16,0,train,R4_dropRedundant,kmeans
109756,City Hotel,241,2017,April,15,15,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,109.8,0,1,0,Check-Out,2017-04-16,0,train,R4_dropRedundant,kmeans
109757,City Hotel,4,2017,April,15,10,2,5,2,0,0,SC,Other,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,154.29,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109758,City Hotel,159,2017,April,15,13,1,3,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,95.29,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109759,City Hotel,159,2017,April,15,13,1,3,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,95.29,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109760,City Hotel,34,2017,April,15,15,1,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,120.0,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109761,City Hotel,98,2017,April,15,14,1,2,2,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,90.1,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109762,City Hotel,236,2017,April,15,14,1,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,113.4,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109763,City Hotel,34,2017,April,15,15,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,120.0,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109764,City Hotel,147,2017,April,15,13,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,105.68,0,1,0,Check-Out,2017-04-17,0,val,R4_dropRedundant,kmeans
109765,City Hotel,98,2017,April,15,14,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,90.1,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109766,City Hotel,298,2017,April,15,14,1,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109767,City Hotel,298,2017,April,15,14,1,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,134.0,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109768,City Hotel,298,2017,April,15,14,1,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109769,City Hotel,298,2017,April,15,14,1,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109770,City Hotel,59,2017,April,15,15,1,1,2,0,0,BB,BRA,Direct,Direct,0,0,0,A,No Deposit,Transient,117.0,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109771,City Hotel,298,2017,April,15,14,1,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,0,Check-Out,2017-04-17,0,val,R4_dropRedundant,kmeans
109772,City Hotel,298,2017,April,15,14,1,2,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,80.0,0,0,0,Check-Out,2017-04-17,0,val,R4_dropRedundant,kmeans
109773,City Hotel,298,2017,April,15,14,1,2,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,80.0,0,0,0,Check-Out,2017-04-17,0,val,R4_dropRedundant,kmeans
109774,City Hotel,98,2017,April,15,14,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,90.1,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109775,City Hotel,298,2017,April,15,14,1,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109776,City Hotel,121,2017,April,15,15,1,1,2,0,0,BB,Other,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,89.1,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109777,City Hotel,211,2017,April,15,13,1,3,2,0,0,HB,DEU,Direct,Direct,0,0,0,A,No Deposit,Transient,141.0,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109778,City Hotel,30,2017,April,15,14,1,2,3,1,0,BB,ITA,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,206.52,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109779,City Hotel,7,2017,April,15,13,1,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,119.7,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109780,City Hotel,94,2017,April,15,14,1,2,2,0,0,SC,Other,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,80.1,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109781,City Hotel,121,2017,April,15,13,1,3,2,0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,80.1,0,0,0,Check-Out,2017-04-17,0,val,R4_dropRedundant,kmeans
109782,City Hotel,74,2017,April,16,16,1,0,2,2,0,BB,DEU,Direct,Direct,0,0,0,E,No Deposit,Transient,195.0,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109783,City Hotel,59,2017,April,16,16,1,0,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,108.0,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109784,City Hotel,7,2017,April,15,14,1,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,No Deposit,Transient-Party,156.67,0,0,0,Check-Out,2017-04-17,0,val,R4_dropRedundant,kmeans
109785,City Hotel,7,2017,April,15,14,1,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,No Deposit,Transient-Party,156.67,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109786,City Hotel,28,2017,April,15,13,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,174.0,0,2,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109787,City Hotel,11,2017,April,15,14,1,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,110.67,0,2,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109788,City Hotel,11,2017,April,15,14,1,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,110.67,0,2,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109789,City Hotel,99,2017,April,15,14,1,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,89.1,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109790,City Hotel,53,2017,April,15,13,1,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,139.5,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109791,City Hotel,145,2017,April,15,14,1,2,2,2,0,BB,Other,Online TA,TA/TO,0,0,0,F,No Deposit,Transient,195.0,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109792,City Hotel,150,2017,April,15,14,1,2,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,No Deposit,Transient-Party,136.5,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109793,City Hotel,150,2017,April,15,14,1,2,3,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,No Deposit,Transient-Party,172.5,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109794,City Hotel,113,2017,April,15,13,1,3,2,0,0,BB,NLD,Direct,Direct,0,0,0,D,No Deposit,Transient,135.0,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109795,City Hotel,133,2017,April,15,15,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,130.5,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109796,City Hotel,202,2017,April,15,14,1,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,99.0,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109797,City Hotel,54,2017,April,15,15,1,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,135.0,0,0,0,Check-Out,2017-04-17,0,val,R4_dropRedundant,kmeans
109798,City Hotel,108,2017,April,15,15,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,148.5,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109799,City Hotel,85,2017,April,16,16,1,0,2,2,0,BB,DEU,Direct,Direct,0,0,0,E,No Deposit,Transient,224.0,1,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109800,City Hotel,117,2017,April,15,13,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,144.0,0,2,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109801,City Hotel,117,2017,April,15,13,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,144.0,0,3,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109802,City Hotel,90,2017,April,15,15,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,171.0,0,2,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109803,City Hotel,52,2017,April,15,13,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,148.5,1,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109804,City Hotel,34,2017,April,15,15,1,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,120.0,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109805,City Hotel,48,2017,April,15,14,1,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,114.0,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109806,City Hotel,36,2017,April,15,14,1,2,2,2,0,BB,BRA,Direct,Direct,0,0,0,G,No Deposit,Transient,261.67,0,0,0,Check-Out,2017-04-17,0,val,R4_dropRedundant,kmeans
109807,City Hotel,58,2017,April,15,15,1,1,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,No Deposit,Transient,179.5,0,1,0,Check-Out,2017-04-17,0,val,R4_dropRedundant,kmeans
109808,City Hotel,112,2017,April,15,10,2,5,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,98.1,0,2,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109809,City Hotel,205,2017,April,15,14,1,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,117.0,0,2,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109810,City Hotel,143,2017,April,15,15,1,1,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,89.1,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109811,City Hotel,7,2017,April,15,13,1,3,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,157.5,0,2,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109812,City Hotel,8,2017,April,15,13,1,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,185.25,0,1,0,Check-Out,2017-04-17,0,val,R4_dropRedundant,kmeans
109813,City Hotel,16,2017,April,15,14,1,2,2,2,0,BB,Other,Online TA,TA/TO,0,0,0,F,No Deposit,Transient,248.33,0,1,0,Check-Out,2017-04-17,0,val,R4_dropRedundant,kmeans
109814,City Hotel,62,2017,April,15,14,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,141.0,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109815,City Hotel,158,2017,April,15,13,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,95.29,0,3,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109816,City Hotel,94,2017,April,15,14,1,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,98.1,1,0,0,Check-Out,2017-04-17,0,val,R4_dropRedundant,kmeans
109817,City Hotel,0,2017,April,15,15,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,73.05,0,2,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109818,City Hotel,11,2017,April,15,14,1,2,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,138.33,0,2,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109819,City Hotel,145,2017,April,15,14,1,2,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,99.85,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109820,City Hotel,16,2017,April,15,14,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,138.33,0,3,0,Check-Out,2017-04-17,0,val,R4_dropRedundant,kmeans
109821,City Hotel,16,2017,April,15,14,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,138.33,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109822,City Hotel,34,2017,April,15,15,1,1,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,120.0,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109823,City Hotel,11,2017,April,15,14,1,2,2,0,0,SC,Other,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,110.67,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109824,City Hotel,16,2017,April,15,14,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,138.33,0,1,0,Check-Out,2017-04-17,0,val,R4_dropRedundant,kmeans
109825,City Hotel,11,2017,April,15,14,1,2,1,0,0,SC,Other,Direct,Direct,0,0,0,A,No Deposit,Transient,138.33,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109826,City Hotel,178,2017,April,15,12,1,4,2,2,0,BB,ITA,Online TA,TA/TO,0,0,0,F,No Deposit,Transient,189.0,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109827,City Hotel,103,2017,April,15,14,1,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,181.5,0,0,0,Check-Out,2017-04-17,0,val,R4_dropRedundant,kmeans
109828,City Hotel,17,2017,April,15,13,1,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,132.5,0,1,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109829,City Hotel,11,2017,April,15,14,1,2,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,No Deposit,Transient-Party,124.5,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109830,City Hotel,11,2017,April,15,14,1,2,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,No Deposit,Transient-Party,124.5,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109831,City Hotel,34,2017,April,15,15,1,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,120.0,0,3,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109832,City Hotel,47,2017,April,15,14,1,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,177.0,0,3,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109833,City Hotel,98,2017,April,15,14,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,90.1,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109834,City Hotel,0,2017,April,15,15,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,No Deposit,Transient,212.0,0,0,0,Check-Out,2017-04-17,0,train,R4_dropRedundant,kmeans
109835,City Hotel,52,2017,April,15,14,2,2,3,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,175.5,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109836,City Hotel,17,2017,April,15,15,2,1,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,146.67,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109837,City Hotel,101,2017,April,15,15,2,1,2,2,0,BB,Other,Direct,Direct,0,0,0,E,No Deposit,Transient,169.58,0,0,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109838,City Hotel,25,2017,April,16,17,1,0,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,91.2,0,0,0,Check-Out,2017-04-18,0,val,R4_dropRedundant,kmeans
109839,City Hotel,177,2017,April,15,15,2,1,2,0,0,HB,CN,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,105.33,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109840,City Hotel,11,2017,April,15,14,2,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,106.0,0,1,0,Check-Out,2017-04-18,0,val,R4_dropRedundant,kmeans
109841,City Hotel,104,2017,April,15,13,2,3,3,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,116.1,0,2,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109842,City Hotel,177,2017,April,15,15,2,1,2,0,0,HB,Other,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,105.33,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109843,City Hotel,177,2017,April,15,15,2,1,2,0,0,HB,USA,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,105.33,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109844,City Hotel,177,2017,April,15,15,2,1,2,0,0,HB,CN,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,105.33,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109845,City Hotel,84,2017,April,15,15,2,1,3,0,0,HB,Other,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,204.0,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109846,City Hotel,177,2017,April,15,15,2,1,2,0,0,HB,CN,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,105.33,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109847,City Hotel,84,2017,April,15,15,2,1,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,114.0,0,2,0,Check-Out,2017-04-18,0,val,R4_dropRedundant,kmeans
109848,City Hotel,176,2017,April,15,14,2,2,2,0,0,HB,Other,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,113.0,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109849,City Hotel,84,2017,April,15,15,2,1,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,114.0,0,2,0,Check-Out,2017-04-18,0,val,R4_dropRedundant,kmeans
109850,City Hotel,84,2017,April,15,15,2,1,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,114.0,0,2,0,Check-Out,2017-04-18,0,val,R4_dropRedundant,kmeans
109851,City Hotel,176,2017,April,15,14,2,2,2,0,0,HB,Other,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,113.0,0,1,0,Check-Out,2017-04-18,0,val,R4_dropRedundant,kmeans
109852,City Hotel,176,2017,April,15,14,2,2,2,0,0,HB,Other,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,113.0,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109853,City Hotel,225,2017,April,15,14,2,2,2,0,0,HB,Other,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,113.0,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109854,City Hotel,177,2017,April,15,15,2,1,2,0,0,HB,CN,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,105.33,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109855,City Hotel,48,2017,April,16,16,2,0,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,135.0,0,0,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109856,City Hotel,176,2017,April,15,14,2,2,2,0,0,HB,Other,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,113.0,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109857,City Hotel,206,2017,April,16,16,2,0,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,99.0,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109858,City Hotel,176,2017,April,15,14,2,2,2,0,0,HB,CN,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,113.0,0,0,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109859,City Hotel,177,2017,April,15,15,2,1,2,0,0,HB,USA,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,105.33,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109860,City Hotel,177,2017,April,15,15,2,1,2,0,0,HB,CN,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,105.33,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109861,City Hotel,177,2017,April,15,15,2,1,2,0,0,HB,CN,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,105.33,0,1,0,Check-Out,2017-04-18,0,val,R4_dropRedundant,kmeans
109862,City Hotel,62,2017,April,15,15,2,1,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,177.0,0,0,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109863,City Hotel,142,2017,April,16,17,1,0,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,130.5,0,2,0,Check-Out,2017-04-18,0,val,R4_dropRedundant,kmeans
109864,City Hotel,142,2017,April,16,17,1,0,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,166.5,0,0,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109865,City Hotel,71,2017,April,15,15,2,1,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,177.0,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109866,City Hotel,14,2017,April,15,14,2,2,2,0,0,SC,Other,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,132.5,0,0,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109867,City Hotel,50,2017,April,15,15,2,1,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,114.0,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109868,City Hotel,141,2017,April,15,13,2,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,135.9,0,1,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
109869,City Hotel,37,2017,April,15,15,2,1,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,120.0,0,2,0,Check-Out,2017-04-18,0,train,R4_dropRedundant,kmeans
